id_anime,title,genres,score
36934,Captain Tsubasa (2018),"Action,Sports,Team Sports,Shounen",7.40
25183,Gangsta.,"Action,Drama,Adult Cast,Organized Crime,Seinen",7.40
134,Gunslinger Girl,"Action,Drama,Sci-Fi,Military,Psychological",7.40
11013,Inu x Boku SS,"Comedy,Romance,Supernatural,Shounen",7.40
38472,Isekai Quartet,"Comedy,Fantasy,Isekai,Parody",7.40
11933,Oda Nobuna no Yabou,"Comedy,Romance,Historical,Time Travel",7.40
23281,Psycho-Pass 2,"Action,Sci-Fi,Suspense,Adult Cast,Detective,Psychological",7.40
165,RahXephon,"Action,Drama,Mystery,Romance,Sci-Fi,Mecha,Music,Psychological",7.40
38787,Senryuu Shoujo,"Comedy,Slice of Life,School,Shounen",7.40
2923,Shugo Chara!,"Comedy,Mahou Shoujo,School,Shoujo",7.40
25,Sunabouzu,"Action,Adventure,Comedy,Sci-Fi,Ecchi,Shounen",7.40
2014,Taiho Shichau zo: Second Season,"Action,Comedy,Adult Cast,Detective,Workplace,Shounen",7.40
181,Vandread: The Second Stage,"Action,Sci-Fi,Ecchi,Mecha,Space,Shounen",7.40
20541,Mikakunin de Shinkoukei,"Comedy,Romance,School",7.39
352,Motto! Ojamajo Doremi,"Comedy,Fantasy,Shoujo",7.39
351,Ojamajo Doremi Sharp,"Comedy,Childcare,Shoujo",7.39
10257,Pretty Rhythm: Aurora Dream,"Slice of Life,Sports,Idols (Female),Music,Shoujo",7.39
131,Saiyuuki Reload Gunlock,"Action,Adventure,Comedy,Drama,Supernatural,Mythology,Josei",7.39
34494,Sakura Quest,"Comedy,Slice of Life,Adult Cast,Workplace",7.39
167,Scrapped Princess,"Adventure,Comedy,Drama,Fantasy,Sci-Fi,Mecha,Shounen",7.39
47790,"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru","Action,Drama,Fantasy,Mystery,Romance,Isekai,Reincarnation",7.39
5233,Slayers Evolution-R,"Adventure,Comedy,Fantasy",7.39
1728,Super GALS! Kotobuki Ran,"Comedy,Slice of Life,Shoujo",7.39
16417,Tamako Market,"Slice of Life,Iyashikei",7.39
2203,Waga Seishun no Arcadia: Mugen Kidou SSX,"Action,Adventure,Drama,Sci-Fi,Space",7.39
183,Whistle!,"Sports,School,Team Sports,Shounen",7.39
798,Yomigaeru Sora: Rescue Wings,"Drama,Adult Cast,Military,Workplace,Seinen",7.39
4416,Yuusha-Ou GaoGaiGar Final Grand Glorious Gathering,"Action,Sci-Fi,Mecha,Super Power",7.39
35756,Comic Girls,"Comedy,Slice of Life,CGDCT,Otaku Culture",7.39
25731,Cross Ange: Tenshi to Ryuu no Rondo,"Action,Sci-Fi,Mecha",7.39
40056,Deca-Dence,"Action,Adventure,Sci-Fi",7.39
2553,Flanders no Inu,"Drama,Slice of Life,Historical,Pets,Visual Arts",7.39
35889,Hakata Tonkotsu Ramens,"Action,Mystery",7.39
1878,Kaze no Shoujo Emily,"Drama,Historical,Shoujo",7.39
31798,Kiznaiver,"Drama,Romance,Sci-Fi",7.39
38753,Araburu Kisetsu no Otome-domo yo.,"Comedy,Drama,Romance,School,Shounen",7.38
1391,Future GPX Cyber Formula,"Adventure,Sci-Fi,Racing,Shounen",7.38
6895,Hakuouki,"Action,Drama,Supernatural,Historical,Samurai,Josei",7.38
42361,"Ijiranaide, Nagatoro-san","Comedy,Romantic Subtext",7.38
34012,Isekai Shokudou,"Fantasy,Gourmet,Slice of Life,Iyashikei,Workplace",7.38
2204,Karakurizoushi Ayatsuri Sakon,"Horror,Mystery,Suspense,Shounen",7.38
38959,Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note,"Fantasy,Mystery,Supernatural",7.38
32526,Love Live! Sunshine!!,"Slice of Life,Idols (Female),Music,School",7.38
40496,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou","Action,Fantasy,Mythology,School",7.38
1972,Meitantei Holmes,"Action,Adventure,Comedy,Mystery,Detective",7.38
1060,Oruchuban Ebichu,"Comedy,Ecchi,Gag Humor,Seinen",7.38
130,Saiyuuki Reload,"Action,Adventure,Comedy,Drama,Supernatural,Mythology,Josei",7.38
2903,Sakigake!! Otokojuku,"Action,Comedy,Delinquents,Martial Arts,School,Shounen",7.38
2216,Shigurui,"Action,Drama,Gore,Historical,Martial Arts,Psychological,Samurai,Seinen",7.38
2257,Taiyou no Kiba Dagram,"Drama,Sci-Fi,Mecha,Military,Shounen",7.38
4654,Toaru Majutsu no Index,"Action,Sci-Fi,Super Power",7.38
1873,Plawres Sanshirou,"Action,Adventure,Sci-Fi,Mecha,School,Shounen",7.37
38992,Rikei ga Koi ni Ochita no de Shoumei shitemita.,"Comedy,Romance",7.37
168,s.CRY.ed,"Action,Adventure,Drama,Sci-Fi,Super Power",7.37
2942,Sketchbook: Full Color's,"Comedy,Slice of Life,CGDCT,Iyashikei,Visual Arts",7.37
17080,Soukyuu no Fafner: Dead Aggressor - Exodus,"Action,Drama,Sci-Fi,Mecha,Military",7.37
5141,Taishou Yakyuu Musume.,"Comedy,Sports,Historical,School,Team Sports,Seinen",7.37
25519,Yuuki Yuuna wa Yuusha de Aru,"Drama,Fantasy,Slice of Life,Mahou Shoujo,Psychological",7.37
15911,Yuyushiki,"Comedy,Slice of Life,CGDCT,Gag Humor,School",7.37
40060,BNA,"Action,Fantasy,Anthropomorphic,Super Power",7.37
2813,Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak,"Adventure,Comedy,Drama,Fantasy,Kids",7.37
501,Doraemon,"Adventure,Comedy,Fantasy,Anthropomorphic,Kids,Shounen",7.37
23311,Garo: Honoo no Kokuin,"Action,Fantasy,Supernatural,Mythology",7.37
32648,Handa-kun,"Comedy,School,Visual Arts,Shounen",7.37
39988,Isekai Quartet 2,"Comedy,Fantasy,Isekai,Parody",7.37
489,Kamichu!,"Comedy,Drama,Slice of Life,Supernatural,Iyashikei",7.37
8841,Kore wa Zombie Desu ka?,"Action,Comedy,Supernatural,Ecchi,Harem",7.37
12149,AKB0048,"Sci-Fi,Idols (Female),Music",7.36
33506,Ao no Exorcist: Kyoto Fujouou-hen,"Action,Fantasy,Mythology,School,Shounen",7.36
18893,Aoki Hagane no Arpeggio: Ars Nova,"Action,Sci-Fi,Seinen",7.36
5684,Fresh Precure!,"Action,Comedy,Fantasy,Slice of Life,Mahou Shoujo,Shoujo",7.36
344,Futatsu no Spica,"Drama,Sci-Fi,Supernatural,School",7.36
2330,Jibaku-kun,"Adventure,Comedy,Fantasy",7.36
1021,Kaikan Phrase,"Drama,Romance,Music,Showbiz,Shoujo",7.36
1454,Kemonozume,"Action,Horror,Romance,Supernatural,Mythology",7.36
27787,Nisekoi:,"Comedy,Romance,Harem,School,Shounen",7.36
527,Pokemon,"Action,Adventure,Comedy,Fantasy,Kids",7.36
23421,Re:␣Hamatora,"Comedy,Drama,Mystery,Super Power",7.36
24037,Selector Spread WIXOSS,"High Stakes Game,Psychological,Strategy Game",7.36
113,Uchuu no Stellvia,"Action,Romance,Sci-Fi,Mecha,Space",7.36
10798,Un-Go,"Mystery,Supernatural",7.36
763,Zoids,"Action,Adventure,Comedy,Sci-Fi,Mecha",7.36
333,Mama wa Shougaku 4 Nensei,"Comedy,Drama,Sci-Fi,Childcare",7.35
40513,Nami yo Kiitekure,"Comedy,Drama,Romance,Showbiz,Seinen",7.35
42391,Osomatsu-san 3rd Season,"Comedy,Gag Humor,Parody",7.35
238,Rekka no Honoo,"Action,Adventure,Martial Arts,Super Power,Shounen",7.35
20709,Sabage-bu!,"Action,Comedy,Shoujo",7.35
34102,Sakurada Reset,"Mystery,Supernatural,School,Super Power,Time Travel",7.35
5355,Sengoku Basara,"Action,Historical,Martial Arts,Samurai,Super Power",7.35
2555,Shoukoushi Cedie,"Drama,Slice of Life",7.35
30344,The iDOLM@STER Cinderella Girls 2nd Season,"Comedy,Drama,Idols (Female),Music",7.35
970,Yokoyama Mitsuteru Sangokushi,"Action,Adventure,Historical",7.35
1292,Afro Samurai,"Action,Adventure,Gore,Samurai",7.35
1589,Bartender,"Drama,Gourmet,Slice of Life,Iyashikei,Workplace,Seinen",7.35
40004,Bokutachi wa Benkyou ga Dekinai!,"Comedy,Romance,Harem,School,Shounen",7.35
2817,Cinderella Monogatari,"Adventure,Fantasy,Romance",7.35
4189,Fuyu no Sonata,"Drama,Romance",7.35
3213,Ganbare Genki,"Action,Comedy,Sports,Combat Sports,Shounen",7.35
506,Glass no Kamen,"Drama,Romance,Performing Arts,Shoujo",7.35
11617,High School DxD,"Comedy,Romance,Ecchi,Harem,Mythology,School",7.35
33241,Honobono Log,"Romance,Slice of Life,Iyashikei",7.35
3358,Kure-nai,"Comedy,Drama,Childcare,Martial Arts",7.35
3549,Allison to Lillia,"Action,Adventure,Shounen",7.34
68,Black Cat (TV),"Adventure,Comedy,Sci-Fi,Super Power,Shounen",7.34
29067,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,"Comedy,Romance,Adult Cast,Otaku Culture,Seinen",7.34
18507,Free!,"Sports,School",7.34
15863,Ginga Kikoutai Majestic Prince,"Action,Sci-Fi,Mecha,School,Space,Seinen",7.34
39586,Hataraku Saibou!!,"Comedy,Anthropomorphic,Educational,Medical,Shounen",7.34
33654,Hitorijime My Hero,"Boys Love,Drama,Romance,Slice of Life,School",7.34
3225,Minami-ke Okawari,"Comedy,Slice of Life,CGDCT,School",7.34
5984,Ristorante Paradiso,"Drama,Gourmet,Romance,Slice of Life,Workplace,Josei",7.34
573,Saber Marionette J,"Action,Adventure,Comedy,Drama,Romance,Sci-Fi,Harem,Martial Arts,Mecha,Shounen",7.34
38759,Sewayaki Kitsune no Senko-san,"Slice of Life,Supernatural,Iyashikei",7.34
44191,Tropical-Rouge! Precure,"Action,Fantasy,Mahou Shoujo,Shoujo",7.34
3712,Zero no Tsukaima: Princesses no Rondo,"Action,Adventure,Comedy,Fantasy,Romance,Ecchi,Harem,Isekai,School",7.34
30016,Nanbaka,"Action,Comedy,Drama",7.33
38483,Ore wo Suki nano wa Omae dake ka yo,"Comedy,Romance,Harem,School",7.33
50461,Otome Game Sekai wa Mob ni Kibishii Sekai desu,"Fantasy,Isekai,Mecha,Reincarnation,School",7.33
19291,Pokemon XY,"Action,Adventure,Comedy,Fantasy,Kids",7.33
13599,Robotics;Notes,"Drama,Mystery,Sci-Fi,Mecha,School",7.33
18041,Rozen Maiden (2013),"Action,Comedy,Drama,Seinen",7.33
5909,Seitokai no Ichizon,"Comedy,Harem,Parody,School",7.33
38005,Strike Witches: Road to Berlin,"Action,Sci-Fi,Ecchi,Military",7.33
2337,Tetsujin 28-gou (2004),"Adventure,Drama,Sci-Fi,Historical,Mecha,Shounen",7.33
48471,Tsuki to Laika to Nosferatu,"Sci-Fi,Space,Vampire",7.33
50,Aa! Megami-sama! (TV),"Comedy,Romance,Supernatural,Seinen",7.33
92,After War Gundam X,"Adventure,Drama,Sci-Fi,Mecha,Space",7.33
2225,Alps no Shoujo Heidi,"Drama,Slice of Life,Historical,Iyashikei",7.33
42192,Edens Zero,"Adventure,Comedy,Fantasy,Sci-Fi,Space,Shounen",7.33
21681,Hanayamata,"Comedy,Slice of Life,CGDCT,Iyashikei,Performing Arts,School",7.33
35376,Himouto! Umaru-chan R,"Comedy,Otaku Culture,School,Seinen",7.33
16353,Love Lab,"Comedy,Romance,CGDCT,School",7.33
40272,A3! Season Autumn & Winter,"Drama,Slice of Life",7.32
2986,Bamboo Blade,"Comedy,Sports,Combat Sports,School,Seinen",7.32
14967,Boku wa Tomodachi ga Sukunai Next,"Comedy,Romance,Harem,School",7.32
2116,Captain Tsubasa,"Action,Sports,Team Sports,Shounen",7.32
36884,Hisone to Maso-tan,"Comedy,Drama,Fantasy,Military",7.32
33490,Kaitou Joker 4th Season,"Adventure,Comedy,Mystery,Kids",7.32
483,Kurau Phantom Memory,"Action,Drama,Sci-Fi,Space,Super Power",7.32
17505,Mushibugyou,"Action,Fantasy,Ecchi,Historical,Martial Arts,Samurai,Super Power,Shounen",7.32
4114,Onegai My Melody: Kuru Kuru Shuffle!,"Comedy,Fantasy",7.32
10884,Saki Achiga-hen: Episode of Side-A,"Slice of Life,School,Strategy Game",7.32
959,Shin Chou Kyou Ryo: Condor Hero,"Adventure,Drama,Romance,Historical",7.32
7662,Shinrei Tantei Yakumo,"Horror,Mystery,Supernatural",7.32
40902,Shokugeki no Souma: Gou no Sara,"Gourmet,Ecchi,School,Shounen",7.32
198,Speed Grapher,"Action,Mystery,Adult Cast,Super Power",7.32
34086,Tales of Zestiria the Cross 2nd Season,"Action,Adventure,Fantasy",7.32
10232,Tamayura: Hitotose,"Comedy,Drama,Slice of Life,CGDCT,Iyashikei",7.32
944,The Third: Aoi Hitomi no Shoujo,"Action,Adventure,Sci-Fi,Seinen",7.32
3859,Top Secret: The Revelation,"Mystery,Sci-Fi,Detective,Psychological,Shoujo",7.32
764,Zoids Shinseiki/Zero,"Adventure,Comedy,Sci-Fi,Sports,Mecha,Shounen",7.32
158,Maria-sama ga Miteru,"Drama,Girls Love,Romance,Slice of Life,Shoujo",7.31
2929,Moonlight Mile 2nd Season: Touch Down,"Adventure,Drama,Sci-Fi,Space",7.31
1655,Nerima Daikon Brothers,"Comedy,Music",7.31
33983,Onihei,"Historical,Seinen",7.31
161,Peace Maker Kurogane,"Action,Comedy,Historical,Samurai,Shounen",7.31
36652,Piano no Mori (TV),"Adventure,Comedy,Drama,Music,School,Seinen",7.31
4061,Shin Grimm Meisaku Gekijou,"Adventure,Comedy,Fantasy,Kids",7.31
32105,Sousei no Onmyouji,"Action,Fantasy,Romance,Supernatural,Shounen",7.31
33362,Starmyu 2nd Season,"Slice of Life,Idols (Male),Music,Performing Arts,School",7.31
2820,Time Travel Tondekeman!,"Action,Adventure,Comedy,Kids",7.31
37993,Watashi ni Tenshi ga Maiorita!,"Comedy,Girls Love,Slice of Life",7.31
4651,Yume no Crayon Oukoku,"Adventure,Comedy,Fantasy,Shoujo",7.31
878,Zegapain,"Action,Romance,Sci-Fi,Mecha",7.31
4038,Zettai Karen Children,"Action,Comedy,Supernatural,Shounen",7.31
34863,Zoku Touken Ranbu: Hanamaru,"Action,Comedy,Drama,Fantasy,Slice of Life,Historical",7.31
8676,Amagami SS,"Romance,Harem,School",7.31
14345,Btooom!,"Action,Sci-Fi,High Stakes Game,Psychological,Survival,Seinen",7.31
1536,Busou Renkin,"Action,Comedy,Fantasy,Supernatural,School,Shounen",7.31
26349,Danna ga Nani wo Itteiru ka Wakaranai Ken,"Comedy,Romance,Adult Cast,Otaku Culture,Seinen",7.31
1684,Dotto Koni-chan,Comedy,7.31
476,Ginban Kaleidoscope,"Drama,Romance,Sports,Supernatural",7.31
14811,GJ-bu,"Comedy,Slice of Life,School",7.31
2228,Honoo no Toukyuuji: Dodge Danpei,"Comedy,Sports,School,Team Sports,Kids",7.31
34787,Idol Time PriPara,"Idols (Female),Music,School,Shoujo",7.31
35413,Imouto sae Ireba Ii.,"Comedy,Romance",7.31
16009,Kamisama no Inai Nichiyoubi,"Adventure,Fantasy,Mystery",7.31
1590,Legendz: Yomigaeru Ryuuou Densetsu,"Action,Adventure,Comedy,Fantasy",7.31
1426,Lupin III: Part III,"Action,Adventure,Comedy,Adult Cast,Seinen",7.31
519,Mahoraba: Heartful days,"Comedy,Drama,Romance,Iyashikei,Visual Arts,Shounen",7.31
49520,Aharen-san wa Hakarenai,"Comedy,Iyashikei,School,Shounen",7.30
3006,Atashin'chi,"Comedy,Slice of Life",7.30
34618,Blend S,"Comedy,Workplace",7.30
38186,Bokutachi wa Benkyou ga Dekinai,"Comedy,Romance,Harem,School,Shounen",7.30
4186,Chrome Shelled Regios,"Action,Adventure,Fantasy,Sci-Fi,School",7.30
505,Fushigiboshi no☆Futagohime,"Comedy,Shoujo",7.30
36317,Gaikotsu Shotenin Honda-san,"Comedy,Slice of Life,Otaku Culture,Workplace",7.30
18229,Gatchaman Crowds,"Adventure,Sci-Fi",7.30
2987,Ginga Hyouryuu Vifam,"Action,Adventure,Sci-Fi,Mecha,Space",7.30
38476,Heya Camp△,"Slice of Life,CGDCT,Iyashikei",7.30
40938,Hige wo Soru. Soshite Joshikousei wo Hirou.,"Drama,Romance",7.30
31500,High School Fleet,"Action,Military,School",7.30
845,Kiba,"Adventure,Fantasy,Isekai,Shounen",7.30
42340,Meikyuu Black Company,"Comedy,Fantasy",7.30
710,Rec,"Comedy,Drama,Romance,Showbiz,Seinen",7.30
11499,Sankarea,"Comedy,Horror,Romance,Supernatural,Ecchi,Shounen",7.30
5277,Sekirei: Pure Engagement,"Action,Comedy,Ecchi,Harem,Super Power",7.30
15751,Senyuu.,"Action,Comedy,Fantasy,Parody,Shounen",7.30
6381,Strike Witches 2,"Action,Sci-Fi,Ecchi,Military",7.30
13333,Tari Tari,"Slice of Life,Music,School",7.30
5832,Tiger Mask Nisei,"Action,Drama,Sports,Combat Sports",7.30
3036,Tobe! Isami,"Action,Adventure,Comedy,Romance,Shounen",7.30
27,Trinity Blood,"Action,Supernatural,Vampire",7.30
2129,True Tears,"Drama,Romance,Love Polygon,School",7.30
35249,Uma Musume: Pretty Derby (TV),"Sports,Anthropomorphic",7.30
40497,Mahouka Koukou no Rettousei: Raihousha-hen,"Action,Romance,Sci-Fi,Supernatural,School",7.29
99,Mai-Otome,"Comedy,Drama,Fantasy",7.29
6116,Mainichi Kaasan,"Comedy,Slice of Life,Childcare",7.29
9181,Motto To LOVE-Ru,"Comedy,Sci-Fi,Ecchi,Harem,School,Shounen",7.29
6712,Natsu no Arashi! Akinaichuu,"Comedy,Romance,Supernatural,Time Travel",7.29
31414,Nijiiro Days,"Comedy,Romance,Slice of Life,School,Shoujo",7.29
272,Noir,"Action,Drama,Mystery",7.29
2744,Potemayo,"Comedy,School,Seinen",7.29
28497,Rokka no Yuusha,"Action,Adventure,Fantasy,Mystery",7.29
1231,Saber Marionette J to X,"Action,Adventure,Comedy,Sci-Fi,Harem,Mecha",7.29
960,Shin Chou Kyou Ryo: Condor Hero II,"Adventure,Drama,Romance,Historical",7.29
5854,Shin Chou Kyou Ryo: Condor Hero III,"Action,Adventure,Drama,Romance,Historical",7.29
32175,Shounen Maid,"Comedy,Slice of Life,Iyashikei,Shoujo",7.29
5958,Sora no Otoshimono,"Comedy,Romance,Sci-Fi,Supernatural,Ecchi,Harem,Shounen",7.29
9893,Suite Precure♪,"Action,Fantasy,Mahou Shoujo,Shoujo",7.29
4884,Tales of the Abyss,"Adventure,Drama,Fantasy",7.29
1744,Wagamama☆Fairy Mirumo de Pon!,"Adventure,Comedy,Drama,Fantasy,Romance,School,Shoujo",7.29
37403,Ahiru no Sora,"Sports,School,Team Sports,Shounen",7.29
101,Air,"Drama,Romance,Slice of Life,Supernatural",7.29
356,Fate/stay night,"Action,Fantasy,Romance,Supernatural",7.29
653,Galaxy Angel 3,"Comedy,Sci-Fi",7.29
5150,Hatsukoi Limited.,"Comedy,Romance,School,Shounen",7.29
3958,Kannagi,"Comedy,Supernatural,School,Visual Arts,Shounen",7.29
2927,KimiKiss Pure Rouge,"Drama,Romance,School",7.29
633,Legend of Basara,"Adventure,Drama,Romance,Shoujo",7.29
39026,Dumbbell Nan Kilo Moteru?,"Comedy,Ecchi",7.28
1858,Gakuen Utopia Manabi Straight!,"Comedy,Slice of Life,CGDCT,School",7.28
6574,Hanamaru Youchien,"Comedy,Slice of Life,Childcare,Seinen",7.28
49692,Heroine Tarumono! Kiraware Heroine to Naisho no Oshigoto,"Idols (Male),School",7.28
2544,Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone,"Adventure,Drama,Slice of Life,Historical",7.28
3342,Mnemosyne: Mnemosyne no Musume-tachi,"Action,Girls Love,Horror,Sci-Fi,Supernatural,Gore",7.28
11179,Papa no Iukoto wo Kikinasai!,"Comedy,Romance,Slice of Life,Childcare",7.28
35330,Poputepipikku,"Comedy,Gag Humor,Parody",7.28
4618,RideBack,"Action,Drama,Sci-Fi,Mecha,School",7.28
5034,Shikabane Hime: Kuro,"Action,Horror,Supernatural,Shounen",7.28
855,Strawberry Panic,"Drama,Girls Love,Romance,School",7.28
42587,Yuuki Yuuna wa Yuusha de Aru: Dai Mankai no Shou,"Drama,Fantasy,Slice of Life,Mahou Shoujo",7.28
335,Matantei Loki Ragnarok,"Comedy,Mystery,Supernatural,Shounen",7.27
3655,Nabari no Ou,"Action,Comedy,Drama,Fantasy,Supernatural,Shounen",7.27
13585,Natsuyuki Rendezvous,"Drama,Romance,Supernatural,Adult Cast,Josei",7.27
12753,Phi Brain: Kami no Puzzle - Orpheus Order-hen,"Action,Mystery,High Stakes Game,Strategy Game,Shounen",7.27
44275,Selection Project,"Idols (Female),Music",7.27
75,Soukyuu no Fafner: Dead Aggressor,"Action,Drama,Sci-Fi,Mecha,Military",7.27
5226,Souten Kouro,"Action,Adventure,Historical",7.27
3009,Tiger Mask,"Action,Drama,Sports,Combat Sports,Shounen",7.27
3672,Tottemo! Luckyman,"Comedy,Sci-Fi,Gag Humor,Super Power,Shounen",7.27
282,Angel Heart,"Action,Drama,Mystery,Romance,Seinen",7.27
40532,Appare-Ranman!,"Comedy,Historical,Racing",7.27
6676,Asura Cryin' 2,"Action,Supernatural,Mecha",7.27
11633,Blood Lad,"Action,Comedy,Supernatural,Delinquents,Mythology,Vampire,Seinen",7.27
1222,Bokura ga Ita,"Drama,Romance,Slice of Life,Love Polygon,Shoujo",7.27
1450,Brigadoon: Marin to Melan,"Adventure,Comedy,Drama,Sci-Fi,Mecha",7.27
1674,Captain Tsubasa J,"Action,Sports,Team Sports,Shounen",7.27
6149,Chibi Maruko-chan (1995),"Comedy,Slice of Life,School,Shoujo",7.27
50281,Delicious Party♡Precure,"Action,Fantasy,Mahou Shoujo,Shoujo",7.27
411,Gun x Sword,"Action,Adventure,Drama,Sci-Fi,Mecha,Shounen",7.27
20689,Hamatora The Animation,"Comedy,Drama,Mystery,Super Power",7.27
714,High School! Kimengumi,"Comedy,Romance,Gag Humor,Parody,School,Shounen",7.27
1410,IGPX: Immortal Grand Prix (2005) 2nd Season,"Sci-Fi,Mecha,Racing,Shounen",7.27
18295,Kakumeiki Valvrave 2nd Season,"Action,Mecha,Space",7.27
3577,Kyouran Kazoku Nikki,"Comedy,Sci-Fi",7.27
28013,Macross Δ,"Action,Romance,Sci-Fi,Mecha,Military,Music,Space",7.27
22433,Break Blade,"Action,Fantasy,Adult Cast,Mecha,Military,Shounen",7.26
15109,Cuticle Tantei Inaba,"Action,Comedy,Mystery,Supernatural,Gag Humor,Shounen",7.26
1678,Cyborg 009: The Cyborg Soldier,"Action,Adventure,Sci-Fi,Mecha,Shounen",7.26
485,Damekko Doubutsu,"Comedy,Slice of Life,Anthropomorphic",7.26
32189,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,"Action,Horror,Mystery,High Stakes Game,Psychological,Survival",7.26
1250,Erementar Gerad,"Adventure,Comedy,Fantasy,Romance,Super Power,Shounen",7.26
48760,"Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu","Action,Fantasy,Isekai",7.26
21039,Gatchaman Crowds: Insight,"Adventure,Sci-Fi",7.26
27829,Heavy Object,"Action,Sci-Fi,Mecha,Military",7.26
34281,High School DxD Hero,"Action,Comedy,Romance,Ecchi,Harem,Mythology,School",7.26
6980,Kaidan Restaurant,"Horror,Mystery,Supernatural,Kids",7.26
34933,Kakegurui,"Drama,Mystery,High Stakes Game,Psychological,School,Strategy Game,Shounen",7.26
52,Kidou Tenshi Angelic Layer,"Comedy,Drama,Sci-Fi,Sports,Shounen",7.26
3272,Kinnikuman,"Adventure,Comedy,Sports,Combat Sports,Shounen",7.26
28623,Koutetsujou no Kabaneri,"Action,Drama,Fantasy,Horror,Supernatural",7.26
6604,Kuruneko,"Comedy,Slice of Life,Pets",7.26
4375,Kyoro-chan,"Adventure,Comedy,Fantasy",7.26
37023,Layton Mystery Tanteisha: Katri no Nazotoki File,"Comedy,Mystery,Kids",7.26
4483,Mahoutsukai ni Taisetsu na Koto: Natsu no Sora,"Drama,Romance,Slice of Life,Iyashikei,Shounen",7.26
14833,Maoyuu Maou Yuusha,"Adventure,Fantasy,Romance,Mythology",7.26
2253,Mazinger Z,"Action,Drama,Sci-Fi,Mecha,Shounen",7.26
738,MÄR,"Action,Adventure,Comedy,Fantasy,Isekai,Shounen",7.26
5273,Miracle Giants Doumu-kun,"Sports,Team Sports",7.26
5597,Natsu no Arashi!,"Comedy,Romance,Supernatural,Time Travel",7.26
350,Ojamajo Doremi,Comedy,7.26
2361,Sei Juushi Bismarck,"Action,Adventure,Sci-Fi,Mecha,Space",7.26
42826,Seijo no Maryoku wa Bannou Desu,"Fantasy,Romance,Slice of Life,Isekai,Medical",7.26
29786,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,"Comedy,Ecchi,Gag Humor,School",7.26
4028,Slayers Revolution,"Adventure,Comedy,Fantasy",7.26
152,Solty Rei,"Action,Sci-Fi,Super Power",7.26
28621,Subete ga F ni Naru,"Mystery,Sci-Fi,Adult Cast,Psychological",7.26
2577,Tom Sawyer no Bouken,"Adventure,Drama,Slice of Life,Historical",7.26
30901,Utawarerumono: Itsuwari no Kamen,"Action,Drama,Fantasy",7.26
7,Witch Hunter Robin,"Action,Drama,Mystery,Supernatural,Detective",7.26
10110,Mayo Chiki!,"Comedy,Romance,Ecchi,Crossdressing,Harem,School",7.25
42282,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X,"Comedy,Drama,Fantasy,Romance,Reincarnation,Reverse Harem,School,Shoujo",7.25
326,Petshop of Horrors,"Horror,Mystery,Supernatural,Josei",7.25
15651,Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen,"Action,Mystery,High Stakes Game,Strategy Game,Shounen",7.25
6560,Popee the Performer,"Avant Garde,Comedy",7.25
45425,Slow Loop,"Slice of Life,Sports,CGDCT,Iyashikei",7.25
9241,Super Robot Taisen OG: The Inspector,"Action,Sci-Fi,Mecha,Space",7.25
30911,Tales of Zestiria the Cross,"Action,Adventure,Fantasy",7.25
1195,Zero no Tsukaima,"Action,Adventure,Comedy,Fantasy,Romance,Ecchi,Harem,Isekai,School",7.25
11759,Accel World,"Action,Romance,Sci-Fi,School,Video Game",7.25
31771,Amanchu!,"Comedy,Slice of Life,Iyashikei,School,Shounen",7.25
37716,Beelzebub-jou no Okinimesu mama.,"Comedy,Fantasy,Romance,Mythology,Shounen",7.25
2036,Cosmic Baton Girl Comet-san☆,"Adventure,Comedy,Drama,Sci-Fi",7.25
38656,Darwin's Game,"Action,Mystery,Sci-Fi,High Stakes Game,Super Power,Survival,Shounen",7.25
386,H2,"Comedy,Romance,Sports,Team Sports,Shounen",7.25
40833,Inu to Neko Docchi mo Katteru to Mainichi Tanoshii,"Comedy,Slice of Life,Pets",7.25
35639,Just Because!,"Drama,Romance,Slice of Life,Love Polygon,School",7.25
306,Abenobashi Mahou☆Shoutengai,"Comedy,Fantasy,Ecchi,Isekai,Parody",7.24
8915,Dantalian no Shoka,"Action,Mystery,Supernatural,Detective,Historical",7.24
20509,Fate/kaleid liner Prisma☆Illya 2wei!,"Action,Comedy,Fantasy,Mahou Shoujo",7.24
15699,Haiyore! Nyaruko-san W,"Comedy,Sci-Fi,Parody",7.24
20853,Hitsugi no Chaika,"Action,Adventure,Comedy,Fantasy,Romance",7.24
4550,Hyakko,"Comedy,Slice of Life,CGDCT,School",7.24
940,Inukami!,"Comedy,Romance,Supernatural,Ecchi,Shounen",7.24
16732,Kiniro Mosaic,"Comedy,Slice of Life,CGDCT,School,Seinen",7.24
